"product_id","date","sell_price","margin","sales"
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-03-24",38.39,11.52,74
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-11-07",51.59,15.48,180
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-12-02",43.89,13.17,198
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-07-17",49.39,14.82,9
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-11-20",36.19,10.86,32
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-11-23",54.89,16.47,323
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-05-12",36.19,10.86,28
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-12-04",36.19,10.86,25
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-01-25",65.89,19.77,18
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2020-09-05",219.89,65.97,78
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2019-07-28",219.89,65.97,81
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-05-18",93.39,28.02,56
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2020-05-05",212.78,63.84,173
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-07-26",71.39,21.42,29
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-05-02",71.39,21.42,26
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-01-23",60.39,18.12,27
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-07-30",71.39,21.42,22
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-12-21",38.39,11.52,69
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-11-05",93.39,28.02,76
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2019-02-09",47.19,14.16,3
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-12-28",36.19,10.86,61
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-02-10",93.39,28.02,75
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-03-06",71.39,21.42,19
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-05-26",36.19,10.86,34
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2019-04-29",98.89,29.67,28
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2019-10-12",47.19,14.16,4
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2019-10-02",47.19,14.16,5
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2019-08-29",66.99,20.10,160
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2021-01-04",71.39,21.42,66
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2019-01-10",81.57,24.47,74
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2019-08-31",98.89,29.67,42
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2019-12-12",47.19,14.16,2
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2019-03-08",47.19,14.16,5
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-10-10",36.19,10.86,37
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-06-15",38.39,11.52,66
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2019-10-07",98.89,29.67,36
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2020-02-16",219.89,65.97,119
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-03-06",120.89,36.27,33
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-09-01",93.39,28.02,65
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-08-06",71.39,21.42,15
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-06-30",93.39,28.02,53
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-11-11",98.89,29.67,55
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2019-10-30",98.89,29.67,57
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2019-11-28",98.89,29.67,24
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-02-19",36.19,10.86,19
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2019-10-19",98.89,29.67,24
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-07-03",71.39,21.42,69
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2020-04-09",219.89,65.97,279
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-09-12",93.39,28.02,58
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-06-16",93.39,28.02,66
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2019-10-15",98.89,29.67,53
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-04-24",93.39,28.02,45
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-07-07",93.39,28.02,71
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-12-20",38.39,11.52,46
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-11-24",36.19,10.86,26
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-07-24",49.39,14.82,9
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-05-13",38.39,11.52,52
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-12-26",71.39,21.42,24
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-02-19",36.19,10.86,87
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-12-25",71.39,21.42,42
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-03-15",120.89,36.27,183
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-08-12",49.39,14.82,10
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2020-05-02",219.89,65.97,184
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-04-02",120.89,36.27,43
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-12-15",32.89,9.87,574
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2019-12-13",98.89,29.67,57
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2021-01-06",49.39,14.82,16
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2020-01-14",219.89,65.97,93
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-02-06",65.89,19.77,15
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2019-11-10",219.89,65.97,80
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-05-25",65.89,19.77,82
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-11-08",38.39,11.52,62
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-05-01",36.19,10.86,113
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-02-14",36.19,10.86,39
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-04-02",49.39,14.82,15
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-08-23",49.39,14.82,9
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2019-11-15",167.79,50.34,120
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-04-22",49.39,14.82,51
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-11-06",51.59,15.48,253
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-12-24",43.89,13.17,12
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-02-04",49.39,14.82,4
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-03-03",49.39,14.82,2
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-05-01",71.39,21.42,31
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-06-17",71.39,21.42,24
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2019-12-01",218.91,65.67,80
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-08-03",49.39,14.82,12
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-12-03",36.19,10.86,25
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-03-08",38.39,11.52,23
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2019-07-20",98.89,29.67,36
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-08-22",24.09,7.23,454
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-08-13",38.39,11.52,48
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-05-26",65.89,19.77,76
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2019-12-16",219.89,65.97,100
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-06-13",71.39,21.42,38
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2019-06-10",98.89,29.67,62
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-09-16",36.19,10.86,28
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2019-09-16",219.89,65.97,100
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-09-13",43.89,13.17,196
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2019-09-21",219.89,65.97,64
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-09-09",49.39,14.82,16
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-12-23",49.39,14.82,4
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2019-04-30",210.47,63.14,3
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-04-23",31.15,9.35,226
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2019-12-22",47.19,14.16,4
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2019-04-02",47.19,14.16,5
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2019-08-16",219.89,65.97,75
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-01-29",60.39,18.12,9
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-05-23",49.39,14.82,18
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2021-01-16",219.89,65.97,281
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-03-29",120.89,36.27,33
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2020-07-27",219.89,65.97,130
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2019-10-26",219.89,65.97,69
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2019-06-07",47.19,14.16,11
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-03-03",47.19,14.16,68
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2019-10-21",47.19,14.16,7
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-03-19",49.39,14.82,14
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-05-17",65.89,19.77,88
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-05-15",38.39,11.52,84
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-02-12",93.39,28.02,47
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-03-27",120.89,36.27,29
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2020-06-05",219.67,65.90,167
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2020-08-18",219.89,65.97,69
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2021-01-03",38.39,11.52,44
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-11-11",51.59,15.48,264
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-03-25",71.15,21.34,23
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-02-24",36.19,10.86,81
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-01-10",36.19,10.86,22
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-10-28",51.59,15.48,258
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-09-14",71.39,21.42,52
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-09-25",49.39,14.82,15
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-12-17",98.89,29.67,38
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-01-06",49.39,14.82,2
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-08-12",71.39,21.42,32
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-05-28",93.39,28.02,85
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-03-15",36.19,10.86,41
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2021-01-01",98.89,29.67,15
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-08-05",93.39,28.02,36
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2020-07-02",219.89,65.97,146
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2019-04-30",47.19,14.16,9
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-12-20",36.19,10.86,84
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-12-29",98.89,29.67,36
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2019-03-01",82.39,24.72,80
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-10-06",38.39,11.52,55
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2020-03-05",219.56,65.87,81
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2020-12-25",219.89,65.97,129
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-07-13",36.19,10.86,17
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2019-12-14",98.89,29.67,36
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-06-23",38.39,11.52,34
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-02-26",60.39,18.12,71
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-12-28",71.39,21.42,187
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2021-01-22",219.89,65.97,61
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-10-29",71.39,21.42,23
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-01-18",60.39,18.12,8
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2019-12-12",98.89,29.67,32
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2019-10-15",47.19,14.16,5
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-05-16",65.89,19.77,65
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-11-04",38.39,11.52,48
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-12-16",38.39,11.52,28
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-10-23",36.19,10.86,29
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-06-27",38.39,11.52,46
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-11-09",49.39,14.82,8
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-03-04",47.19,14.16,80
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2019-09-11",219.89,65.97,68
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-10-27",38.39,11.52,53
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-04-21",60.39,18.12,105
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-06-07",36.19,10.86,40
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2019-06-23",47.19,14.16,1
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-04-28",93.39,28.02,81
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2019-06-24",219.89,65.97,80
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-03-17",120.89,36.27,86
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2021-01-25",38.39,11.52,45
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-07-24",38.39,11.52,42
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-09-28",71.39,21.42,30
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2021-01-19",38.39,11.52,55
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2019-10-31",98.89,29.67,53
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-01-12",36.19,10.86,33
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2020-06-18",49.39,14.82,17
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-04-28",30.26,9.08,102
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2020-03-31",38.39,11.52,130
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2021-01-12",98.89,29.67,26
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2019-10-08",219.89,65.97,76
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2019-12-05",98.89,29.67,24
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-09-14",71.39,21.42,31
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-02-04",65.89,19.77,12
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-09-19",54.89,16.47,360
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2019-08-21",219.89,65.97,50
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2019-10-03",71.39,21.42,36
b2141f3341478ce4ee74781f7da95dcbc3ee6d9a5309659d5163026415e98bb9,"2019-08-25",24.09,7.23,248
"58fba35ac3591d27507b733ea4a6dc1c8b1c2cf04ddbbd6b3d4a4da3a3c8fd3c","2020-09-04",93.39,28.02,68
"42586e958c1c38c359654b9f2e9384a3c76377619fed4d958949c0305e25b85c","2019-10-18",47.19,14.16,5
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2019-10-07",219.89,65.97,96
"82b9ca49aa8b92fd1cf0963b52fb1734eda3232303c669d02f2537ecdcbd8314","2020-06-17",71.39,21.42,63
"56154e85b0dacaa9d34e280f4470e0dd2db370c22d98ec775c7d2fd6827eba5c","2020-06-09",219.89,65.97,188
